X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,Y
1909,280,15,0,0,212,178,241,202,722,T4,T1,6
3129,0,12,124,6,3196,202,217,152,3160,T1,T24,1
3175,27,7,351,33,3062,217,224,143,4615,T1,T29,1
3327,268,25,570,-20,511,148,240,226,930,T2,T22,1
3155,122,4,30,-6,3494,228,236,143,4768,T1,T19,1
3270,135,6,255,27,5431,230,237,140,895,T1,T29,2
3324,232,11,492,45,3355,202,250,184,1340,T3,T32,2
3074,166,11,366,59,2200,229,244,145,1530,T3,T32,2
2848,232,24,85,34,1261,175,253,208,2594,T3,T33,5
2952,66,13,201,41,3989,232,214,111,5162,T1,T30,2
2986,165,13,67,12,1019,231,244,142,713,T3,T23,2
3291,4,14,426,118,1310,201,212,148,2468,T1,T29,1
3094,167,9,277,78,765,228,244,147,708,T3,T24,2
2811,104,9,390,1,1913,235,229,126,2195,T1,T12,1
2328,58,12,85,15,360,228,214,117,641,T4,T2,3
3071,227,12,218,48,750,203,251,184,1087,T3,T32,2
2585,334,20,60,16,691,171,210,176,2108,T1,T29,2
3360,296,25,1050,260,3925,142,223,218,2436,T3,T31,2
2940,40,8,659,25,2836,221,223,137,1291,T3,T31,1
2684,54,9,30,-1,1237,225,221,130,1622,T3,T17,2
3157,77,9,90,-8,2512,232,224,125,1310,T3,T23,1
2405,318,6,42,-2,1544,205,235,169,469,T3,T10,3
2919,0,17,745,189,360,194,207,149,1338,T3,T10,2
2576,121,6,120,20,960,230,235,139,1542,T3,T2,2
2980,17,11,42,2,3701,211,216,141,5092,T1,T29,2
3123,1,11,591,106,1549,204,219,152,2432,T3,T31,1
2747,51,15,150,6,1448,226,207,110,2694,T1,T29,2
3094,113,16,242,37,4097,246,222,100,618,T1,T30,2
2972,357,16,180,30,4401,192,209,152,1900,T1,T24,2
2685,23,21,390,90,1350,203,191,118,1974,T1,T30,2
2901,213,12,551,101,2400,209,251,176,1758,T3,T33,2
2837,104,19,124,37,3283,249,212,83,1781,T1,T29,2
2914,313,13,335,73,3037,186,230,184,2021,T3,T22,1
2683,126,23,272,104,1657,251,217,80,1075,T3,T4,3
3169,100,10,361,33,4603,237,227,120,2088,T1,T29,2
3298,88,38,60,30,3997,245,152,1,1179,T1,T39,1
2863,106,17,120,53,150,247,217,93,706,T1,T30,2
2780,334,21,342,25,976,168,208,176,1129,T3,T31,2
3045,46,17,67,8,1454,223,201,106,904,T1,T23,1
2703,185,26,30,3,1833,215,247,150,2713,T1,T30,2
3237,16,6,361,3,153,215,227,149,1082,T3,T31,1
2849,27,15,408,115,150,212,207,128,999,T3,T11,2
3217,244,6,218,-3,6025,208,245,175,1566,T1,T22,1
2691,334,24,120,48,1601,159,201,178,1215,T3,T33,2
2487,83,24,90,-2,1100,245,192,63,964,T3,T10,6
3270,348,10,700,42,1989,201,224,161,711,T3,T31,1
2752,164,22,182,46,510,234,241,126,626,T1,T30,5
3141,341,12,391,100,2155,194,222,166,1940,T3,T33,2
3231,252,15,437,149,2320,184,249,202,1661,T3,T33,1
3038,342,15,350,41,2778,188,217,167,799,T3,T32,1
2877,358,12,30,9,1170,202,218,154,1952,T3,T23,1
2161,294,33,180,77,1341,113,212,230,600,T4,T10,3
3278,70,22,470,54,1154,238,190,72,2167,T1,T40,1
2972,23,6,495,0,3309,216,227,147,5867,T1,T29,1
2530,92,32,30,10,1218,250,174,0,470,T3,T4,3
2293,1,28,182,97,799,169,176,135,618,T4,T6,6
2598,16,17,60,12,738,203,202,132,1591,T3,T33,2
3305,70,22,240,58,649,238,191,74,1006,T2,T24,2
3082,14,26,301,56,902,186,177,118,1339,T3,T24,1
3244,157,2,60,4,5424,221,239,154,618,T1,T38,2
3424,118,11,451,139,2045,240,230,118,1575,T1,T40,1
2932,195,11,108,6,5239,218,250,165,3349,T1,T23,2
2621,70,7,30,-4,912,228,226,132,1566,T3,T20,5
3026,42,6,170,8,1310,221,227,142,2567,T1,T29,2
3409,25,15,607,60,3503,211,206,128,1558,T3,T39,7
2914,98,13,30,6,3613,241,222,109,1328,T1,T23,2
3273,23,21,703,197,541,203,191,118,2056,T3,T32,2
2962,45,4,553,49,4022,221,231,146,4543,T1,T12,2
3198,202,7,283,21,2503,217,246,165,1019,T1,T22,1
3076,66,25,330,150,2172,235,181,63,2550,T3,T33,1
3092,86,12,488,85,811,237,221,113,1184,T3,T32,2
2952,358,17,127,22,607,191,206,151,1282,T3,T24,2
3123,143,9,450,46,210,234,238,135,1677,T3,T23,2
2774,314,20,60,2,1443,162,220,196,1831,T3,T13,6
2684,144,14,30,-2,2058,239,236,123,541,T3,T11,2
3148,52,11,190,20,5017,226,217,124,2563,T1,T29,2
2947,202,20,150,61,1725,207,253,174,1106,T3,T33,2
2900,63,15,212,-27,663,232,209,106,2103,T1,T29,2
3472,126,11,641,187,2190,239,233,123,1463,T1,T40,1
3101,270,9,300,-25,2512,197,243,186,1758,T3,T32,2
2903,216,13,659,263,1128,207,252,179,1836,T3,T23,2
2209,349,34,180,84,1100,138,163,149,1140,T4,T10,3
2741,14,15,330,84,1668,205,208,137,2047,T3,T11,2
3273,354,9,258,50,5542,206,225,158,604,T1,T22,1
3221,135,7,484,49,4416,232,237,137,2620,T1,T29,1
3043,8,16,624,2,2617,200,207,142,2463,T3,T24,2
3222,357,15,242,22,3791,194,211,153,3919,T1,T38,1
3176,107,10,127,5,4066,237,228,121,607,T3,T23,1
3252,190,11,418,50,2568,220,248,161,1345,T3,T33,1
3001,135,2,495,134,5810,222,238,151,4159,T1,T29,2
2708,149,6,30,-5,2584,227,240,146,2335,T1,T30,2
2994,138,6,242,57,258,230,238,142,658,T3,T32,2
2813,68,17,0,0,994,235,204,95,1501,T3,T24,2
2939,324,9,404,21,5322,198,231,172,2114,T1,T19,2
2896,239,16,268,86,1660,188,252,199,757,T3,T13,2
3382,20,9,124,8,3396,214,221,143,2308,T1,T35,7
3406,180,10,108,9,2550,224,247,155,283,T3,T38,7
2978,318,6,95,16,3231,205,235,169,6354,T1,T29,1
2932,50,7,484,46,3257,224,225,136,1891,T1,T23,2
3162,4,10,390,20,3282,207,221,151,4007,T1,T29,1
3052,85,8,192,-16,785,232,227,128,1421,T1,T23,1
2373,308,14,90,12,757,181,230,189,1549,T4,T11,6
2995,24,9,170,20,5880,215,220,141,3560,T1,T29,2
2342,19,28,256,181,845,187,169,106,509,T4,T6,3
2958,343,19,430,105,2951,178,207,166,1637,T3,T10,2
2573,45,1,162,-3,242,219,236,155,1401,T1,T9,1
2866,341,22,108,35,1566,167,200,168,2529,T3,T33,2
3137,333,4,120,23,636,210,234,163,1012,T2,T23,1
2501,59,13,134,28,480,229,213,115,1476,T4,T6,3
3189,302,9,691,141,1908,195,236,181,485,T3,T34,1
3247,191,15,201,56,1080,218,251,162,430,T3,T32,1
2872,295,5,258,74,3242,206,238,172,552,T3,T32,2
2870,70,8,0,0,4261,229,225,129,5969,T1,T20,2
2849,88,30,108,28,497,248,175,34,518,T1,T22,1
3248,48,11,540,100,6030,224,215,123,2012,T1,T29,2
2991,51,23,283,69,4860,224,184,83,3283,T1,T29,1
3099,172,13,175,-14,778,228,246,148,1584,T1,T23,1
3132,169,27,95,41,3528,229,239,124,674,T3,T33,2
2655,42,19,443,13,3115,220,196,105,2926,T3,T10,1
3216,27,2,212,17,5885,218,234,153,691,T1,T23,1
2972,87,9,350,32,2012,234,225,123,703,T3,T32,1
2539,205,21,0,0,1253,203,254,177,466,T3,T4,3
3042,75,12,674,41,1450,234,217,113,2539,T1,T29,2
3340,200,16,277,46,2355,212,252,170,3576,T2,T32,1
3172,153,11,120,-5,2289,233,241,137,1537,T3,T27,1
3028,177,5,124,-25,2326,222,243,155,1036,T3,T31,2
2952,219,10,218,52,5102,209,250,176,1323,T1,T30,2
2875,27,14,162,2,1613,213,208,128,2251,T1,T29,2
2982,20,21,108,24,342,201,191,120,1566,T3,T24,2
2802,43,19,182,56,1405,220,195,103,2619,T3,T11,2
3218,86,14,443,103,5057,240,216,103,2621,T1,T22,2
3041,84,9,127,7,4015,233,225,125,3750,T1,T29,2
3027,265,19,351,49,5974,170,245,213,1788,T1,T29,2
2885,85,24,175,45,3436,246,193,63,5091,T1,T29,2
2828,142,8,408,55,2409,233,238,137,2780,T1,T30,2
3215,238,21,446,101,5872,177,252,208,3032,T1,T29,2
3058,181,16,42,10,1803,224,248,152,421,T3,T13,1
3177,315,12,0,0,644,187,230,183,968,T2,T32,2
2749,159,30,150,82,3152,236,230,102,6150,T1,T30,2
3049,287,5,443,87,3004,206,240,172,1182,T3,T23,1
2931,99,21,495,152,805,249,206,75,1224,T1,T29,2
2788,245,11,366,56,108,198,248,188,1961,T3,T10,2
3445,321,15,350,28,5083,180,224,183,4112,T3,T38,7
2398,30,18,67,15,641,212,197,116,702,T3,T10,6
3017,296,18,612,-103,1744,168,232,204,1777,T3,T33,2
2664,70,7,201,0,1419,228,226,132,933,T1,T29,2
2981,25,10,95,10,1521,215,219,140,1784,T3,T32,2
2890,80,19,324,63,1036,242,201,82,350,T1,T30,2
3027,102,10,192,39,446,238,226,119,1360,T3,T32,2
2970,90,15,524,-58,794,242,215,99,1595,T1,T30,2
3375,126,15,767,165,691,244,228,109,60,T2,T38,7
2952,109,18,242,55,3951,248,217,91,5215,T1,T30,2
2724,35,6,192,48,1277,219,227,144,1989,T1,T29,2
2932,289,13,201,69,6212,183,238,195,4621,T1,T24,2
3260,9,11,85,9,2830,207,217,146,2628,T1,T29,1
2837,73,18,175,60,2053,238,203,89,1328,T3,T10,2
2913,103,17,60,0,2318,246,216,92,516,T3,T13,1
2771,9,9,242,47,1739,211,223,149,361,T3,T31,1
3342,240,14,277,49,3121,193,251,194,1048,T3,T32,2
3149,160,17,390,58,3693,235,241,131,997,T3,T33,2
3249,288,14,180,31,4182,181,238,197,1847,T3,T22,1
2725,23,23,170,31,1189,200,183,111,2143,T1,T29,2
3139,105,3,730,58,1790,224,236,147,2755,T3,T32,1
2562,59,3,0,0,1116,221,233,148,5091,T1,T16,2
2545,224,30,120,54,1041,167,251,206,658,T3,T4,3
3185,117,8,421,69,2270,234,233,131,2839,T3,T24,1
3282,154,16,330,68,918,237,239,127,2605,T3,T13,2
2922,215,6,313,26,5448,214,246,168,5317,T1,T23,2
2936,115,10,95,17,3891,237,231,124,5262,T1,T29,2
2618,47,20,228,44,1682,222,191,95,1418,T3,T10,2
2999,2,20,30,10,1597,189,199,144,2044,T1,T29,1
3199,3,13,342,58,2340,201,214,149,1387,T3,T32,2
3337,71,9,0,0,1431,231,222,124,1624,T2,T38,7
2843,295,33,301,197,1218,111,210,230,1571,T3,T33,2
2964,252,11,277,2,5705,196,248,190,1978,T1,T23,1
3050,312,6,361,75,5290,204,236,170,3671,T1,T29,1
2589,35,19,190,-10,847,215,195,110,1183,T3,T10,3
3329,96,25,190,-6,3755,250,196,59,2592,T1,T40,7
2937,357,10,258,24,3783,204,221,155,4461,T1,T23,2
3026,122,8,272,1,552,233,234,133,1165,T1,T22,1
3119,229,14,552,65,6093,198,252,190,1894,T1,T29,2
3071,11,2,339,14,3420,217,234,155,600,T1,T22,1
3133,48,11,450,38,5549,224,215,123,1382,T1,T29,1
3376,354,18,424,42,3731,188,206,154,3404,T3,T40,7
3330,278,12,42,25,2610,188,242,193,3547,T2,T33,1
2529,43,33,319,122,1293,205,148,54,655,T3,T10,3
2847,166,35,30,-7,1518,225,227,103,2348,T1,T20,2
3349,189,14,612,200,1541,220,250,160,1489,T2,T31,1
2844,85,23,67,-23,2010,246,194,66,1442,T3,T33,2
2648,47,19,30,4,1634,223,195,99,1982,T3,T10,2
3247,282,7,518,13,524,201,241,179,582,T3,T23,1
3101,0,6,240,35,2415,211,228,155,2427,T3,T32,2
3041,8,17,642,4,2604,198,204,141,2433,T3,T24,2
3143,233,16,108,8,1991,193,252,195,391,T3,T32,2
3028,109,15,361,61,4391,245,222,102,1819,T1,T29,2
2574,52,10,150,29,594,226,218,125,1080,T1,T9,2
2804,3,13,60,9,3254,202,215,149,6348,T1,T29,2
3052,3,20,666,11,2632,189,198,143,2432,T3,T24,2
2791,74,6,150,28,2902,228,228,135,6388,T1,T30,2
2848,53,10,342,66,2568,226,219,127,3393,T1,T12,2
3078,309,12,283,-42,2043,186,232,186,2242,T3,T32,2
2827,10,13,175,43,2457,205,213,143,1489,T1,T29,2
2428,132,11,300,87,930,238,234,124,1326,T3,T2,3
2696,56,5,30,0,1365,224,228,140,642,T3,T31,2
2988,133,12,485,71,5468,239,234,124,2706,T1,T30,2
2684,148,15,242,28,933,239,237,124,514,T3,T2,3
2732,275,12,30,6,2355,188,243,194,180,T3,T33,2
3004,72,5,900,78,5604,226,230,138,6075,T1,T29,2
3151,165,5,120,12,2536,225,242,151,582,T3,T23,1
2620,241,21,60,-4,1590,176,252,209,1302,T3,T3,2
2352,101,14,90,1,362,243,220,103,750,T3,T2,3
2826,208,21,361,125,711,200,254,181,1933,T3,T4,5
3010,122,7,67,9,2761,233,234,134,573,T1,T29,1
3282,354,9,228,9,1834,206,225,158,1308,T3,T31,1
3077,299,7,228,8,2133,200,237,177,2329,T3,T32,2
3033,8,13,90,20,1189,205,215,146,2447,T3,T24,1
2765,147,29,190,98,1315,244,222,86,774,T3,T32,2
2491,348,46,124,66,830,97,123,136,1481,T3,T10,2
2676,87,31,124,52,2700,247,173,31,6601,T1,T30,2
3347,94,12,295,44,1698,238,222,113,3180,T2,T38,1
2994,89,22,190,-22,706,247,198,69,2081,T1,T29,2
3285,14,4,210,50,5908,216,231,153,525,T1,T22,1
2915,41,10,0,0,3479,221,218,131,1731,T1,T23,2
3313,98,17,541,156,1213,245,214,92,1106,T3,T40,7
3204,82,5,319,1,1589,227,231,138,1487,T3,T31,1
2912,103,5,247,33,1978,229,233,138,1302,T3,T32,2
2855,12,13,362,78,1515,206,212,142,2754,T3,T33,2
2601,48,6,297,91,1490,223,227,140,1707,T3,T2,6
2827,107,11,90,4,785,238,227,119,277,T1,T29,5
2659,8,14,234,-3,1705,202,211,144,1624,T3,T10,2
2679,32,12,319,27,934,217,214,131,1844,T1,T23,2
2079,60,34,134,79,480,223,149,31,631,T4,T10,3
2622,219,15,0,0,2065,202,253,184,2117,T3,T17,6
3110,84,7,301,62,1655,230,228,131,595,T3,T32,2
2982,18,5,212,17,4791,216,229,150,5496,T1,T12,2
2764,81,31,234,103,1677,244,170,32,1463,T3,T13,2
2102,63,22,242,40,350,233,188,76,674,T4,T1,3
3054,335,10,350,30,824,198,227,168,1053,T2,T22,2
3075,222,12,430,-29,2616,204,252,182,841,T3,T23,1
2736,16,13,42,5,2121,208,213,140,351,T3,T33,2
3224,153,7,690,56,4133,229,240,145,1980,T1,T29,1
3312,224,13,212,5,3557,203,252,184,1784,T3,T32,1
2710,137,16,30,6,2432,243,233,114,5348,T1,T29,2
3236,43,12,30,3,3055,222,213,123,2672,T3,T23,7
2587,103,16,95,4,1543,245,219,99,1144,T3,T2,3
2873,76,2,300,75,3271,222,235,150,594,T3,T32,2
3349,295,7,272,44,3570,201,238,177,2093,T3,T32,1
3121,301,1,108,0,2443,215,238,161,1987,T3,T23,1
2936,63,7,295,23,4819,227,225,132,2818,T1,T29,1
3004,10,11,824,206,2911,208,218,146,992,T3,T34,2
3002,352,7,323,21,1980,208,228,158,1060,T3,T32,2
2959,348,21,309,86,616,177,202,159,1631,T3,T24,2
3212,354,15,216,54,1243,193,212,156,2387,T1,T29,1
2809,77,9,270,36,2313,232,223,122,2825,T1,T12,2
2955,251,9,30,1,323,200,247,185,743,T2,T23,1
3196,16,10,67,-6,3078,211,219,143,3994,T1,T22,1
3116,158,17,618,-32,5832,236,240,128,1465,T1,T29,1
3304,308,15,384,86,4264,177,229,192,1940,T3,T22,1
3127,186,13,182,6,2084,221,249,158,641,T1,T22,1
3220,75,5,228,0,5665,226,231,140,1804,T1,T22,1
3036,157,2,361,120,2981,221,239,154,1945,T3,T33,1
2566,206,17,134,27,1276,207,253,177,1981,T3,T4,3
2779,195,8,108,8,2457,219,247,163,1919,T1,T12,2
3256,78,20,467,122,920,241,200,81,5345,T2,T22,1
2839,113,16,190,55,2227,246,222,100,1528,T1,T30,2
3185,349,1,0,0,1543,216,236,157,633,T2,T32,1
2875,306,15,162,31,2773,178,231,192,2317,T1,T29,2
3074,50,24,666,49,1973,223,182,81,2051,T3,T33,1
3079,232,8,85,10,1549,207,248,178,2034,T3,T23,1
3206,95,3,335,23,5528,224,235,147,2233,T1,T22,1
3139,44,15,242,58,1489,222,205,113,124,T1,T22,1
2954,15,21,190,95,1101,197,193,127,3398,T3,T24,1
3369,25,10,362,92,5182,215,219,140,524,T1,T38,1
2867,137,20,162,42,2793,247,228,100,2969,T1,T30,2
2518,53,23,90,36,636,226,184,81,824,T3,T33,2
3195,83,8,127,6,5059,231,227,128,2037,T1,T22,1
2828,215,35,430,-108,3370,166,247,195,1549,T3,T13,2
3073,252,2,579,69,5900,214,240,164,4123,T1,T29,2
2402,254,25,85,9,1214,154,246,224,849,T4,T10,6
2828,27,23,150,23,1974,203,183,107,1416,T3,T33,1
3067,63,19,309,60,3118,233,198,90,1786,T3,T31,2
2562,37,9,330,34,564,220,220,135,1279,T3,T2,3
2622,147,12,162,4,3046,236,239,132,2006,T3,T11,2
2973,150,35,400,196,800,239,214,72,981,T1,T30,2
3212,129,9,0,0,4086,236,235,129,3312,T3,T22,7
3060,125,13,180,-9,3432,242,230,114,5404,T1,T20,1
3084,170,4,268,28,2969,223,241,154,1595,T3,T32,2
2526,53,9,408,0,638,226,220,128,3570,T1,T18,2
3249,32,4,134,0,2780,219,230,147,1026,T1,T22,1
2984,115,15,180,41,1771,244,225,106,2428,T3,T32,2
3084,306,8,67,6,1689,197,235,178,1033,T3,T23,1
3263,343,5,376,45,780,210,232,161,1622,T2,T23,1
3158,1,14,182,18,4344,199,213,150,1719,T1,T23,1
3153,344,19,467,74,1057,180,208,165,1538,T3,T24,1
3398,7,16,531,98,2383,199,206,142,1645,T3,T32,1
2657,45,9,30,6,446,223,220,132,1406,T1,T23,2
2674,122,10,390,-11,874,238,232,124,1765,T1,T12,2
3083,29,16,342,24,3503,212,202,122,684,T1,T22,1
2734,36,8,242,25,2522,220,222,138,5053,T1,T12,2
2918,99,8,108,19,1765,233,229,128,716,T3,T32,2
2955,225,6,268,46,5239,211,246,172,4086,T1,T29,2
3060,12,14,424,8,1931,205,211,141,1343,T3,T32,2
3403,46,32,780,188,2408,210,153,55,1986,T1,T40,1
2910,326,7,0,0,3511,202,232,169,1581,T1,T19,2
3026,296,14,170,38,1410,179,235,196,331,T3,T32,2
3174,105,3,42,3,5004,224,236,147,2347,T1,T29,1
3216,115,16,192,16,4606,246,222,99,2086,T1,T23,1
3097,324,11,228,44,2925,192,228,176,1537,T3,T31,2
2481,316,25,499,249,1008,145,210,200,760,T4,T10,3
3036,297,15,210,56,4582,177,234,197,192,T1,T30,2
2991,51,10,60,13,6106,225,219,127,3307,T1,T29,1
3113,56,20,67,24,960,229,193,89,1019,T1,T20,1
3285,348,6,330,67,3330,209,231,160,2023,T1,T29,1
3084,41,5,60,3,3891,220,229,145,1113,T1,T22,1
3024,82,21,0,0,1048,243,198,75,1350,T3,T32,1
3199,66,8,268,-25,1719,229,224,128,1608,T1,T29,2
3117,119,24,636,-57,1071,252,212,73,938,T1,T30,2
3194,67,25,360,103,5322,235,181,62,1350,T1,T29,1
2912,323,22,85,6,2692,158,211,189,1146,T3,T33,2
2954,155,7,30,-2,4360,228,241,146,2108,T1,T19,1
3134,143,5,60,6,2470,227,239,146,467,T3,T23,1
3001,203,12,446,82,5566,214,250,170,3240,T1,T29,2
2778,131,14,361,124,1651,242,231,115,960,T1,T30,5
2150,314,28,339,132,404,136,206,205,342,T4,T10,3
3206,210,20,258,68,1062,200,254,183,4629,T2,T22,2
3123,90,1,524,59,2096,221,236,151,2439,T3,T32,1
3136,0,2,150,1,3928,216,235,156,1419,T1,T29,1
2975,180,1,134,23,3372,219,239,157,6560,T1,T29,2
3160,45,6,362,16,5966,222,227,141,1024,T1,T29,1
2645,11,27,30,2,977,182,176,120,1703,T1,T29,2
3348,166,13,60,3,2922,230,244,143,849,T3,T35,7
3184,132,12,85,5,3415,239,234,123,408,T3,T22,2
3162,34,12,42,8,484,218,214,130,1535,T1,T23,1
3202,312,11,601,90,1282,189,232,183,2183,T3,T32,2
3142,57,12,150,9,703,228,215,119,5221,T2,T22,1
2829,90,7,0,0,1693,231,229,132,2497,T1,T20,2
3190,307,5,470,63,6037,207,237,169,2770,T1,T22,2
3190,276,6,351,36,4784,203,241,178,2416,T1,T29,2
2813,100,10,30,-1,721,237,227,120,2429,T3,T17,2
3065,322,22,124,44,2966,159,212,191,2609,T3,T33,1
2834,142,13,60,14,2210,238,237,126,2881,T1,T30,2
2955,135,12,210,0,4512,239,234,123,5297,T1,T12,2
3199,73,5,313,27,4079,226,230,139,1266,T1,T38,1
3298,318,12,480,23,2486,189,229,180,751,T3,T32,1
2943,120,8,30,4,1493,234,234,131,3405,T1,T23,1
3130,160,13,180,21,2192,233,242,138,2400,T1,T30,1
2916,244,7,60,9,1932,206,246,178,1243,T3,T32,2
3140,77,3,0,0,3272,224,233,145,722,T3,T23,2
3142,135,4,127,26,451,226,238,146,2239,T1,T23,1
2913,110,16,85,23,3254,245,221,100,1839,T1,T30,2
3063,90,15,875,46,1231,242,214,98,618,T3,T32,1
3020,109,22,242,97,2434,251,208,72,2295,T3,T33,1
2634,111,30,90,0,2580,254,193,43,6723,T1,T30,2
2875,309,12,272,108,2042,186,232,186,832,T3,T31,2
3222,182,18,216,17,3135,223,249,152,1103,T3,T23,2
2922,239,12,42,6,4945,197,250,190,4394,T1,T29,2
3072,54,4,124,7,5301,222,230,143,2590,T1,T22,1
3131,123,17,859,79,2951,247,224,100,2716,T3,T33,2
2679,6,24,242,83,1622,183,185,132,2679,T3,T10,6
2953,65,18,175,64,5560,234,201,93,1276,T1,T30,2
2769,59,10,0,0,3059,228,219,124,5490,T1,T20,2
2732,41,20,216,67,1782,218,193,102,1084,T3,T10,2
3109,154,22,335,119,430,240,235,113,1738,T3,T22,2
2670,358,33,390,216,866,150,160,133,1357,T3,T33,2
3286,50,7,247,23,6036,224,224,135,309,T1,T22,1
3014,0,4,30,2,4020,214,232,156,1158,T1,T19,2
2702,237,24,108,36,1541,170,252,212,1353,T3,T4,2
2636,336,11,30,10,1063,194,225,169,6249,T1,T29,2
2882,246,14,60,5,853,191,250,196,700,T3,T23,2
3297,36,7,391,74,3075,220,225,141,3305,T3,T24,2
2644,128,11,361,-12,541,238,233,125,1399,T1,T12,2
2777,12,19,67,10,1231,197,197,132,2341,T1,T29,2
2928,66,25,256,131,268,235,181,63,1465,T1,T29,1
3200,59,4,497,17,5448,223,231,143,2195,T1,T19,1
2837,146,23,30,-2,5677,244,230,103,4548,T1,T30,2
2698,61,11,255,25,1731,229,217,120,6204,T1,T12,2
2673,40,18,0,0,1471,218,197,107,1795,T3,T11,2
3261,211,15,210,40,1194,207,253,178,830,T3,T32,1
3185,354,9,175,26,4469,206,225,158,3252,T1,T23,1
2902,327,13,270,134,3894,188,225,176,927,T1,T29,2
2980,243,1,297,36,1905,216,239,160,926,T1,T30,2
2725,341,21,390,92,1950,171,203,168,2329,T3,T10,6
3191,324,14,134,19,4336,183,224,180,3328,T1,T29,1
2670,323,17,90,25,1165,174,220,185,2039,T1,T12,2
3257,6,10,433,33,6079,208,222,150,960,T1,T22,1
2929,0,19,216,59,3900,188,200,147,2644,T1,T30,2
3340,353,13,499,113,1855,196,216,157,3048,T1,T39,1
3220,180,2,67,0,5959,220,240,157,1531,T1,T22,1
2879,341,23,170,36,2563,165,199,168,541,T3,T33,2
3177,90,18,633,241,1337,245,208,85,2468,T3,T33,2
3367,127,5,0,0,4512,228,237,143,4387,T3,T23,7
3011,77,9,150,0,4034,232,224,125,1222,T1,T29,2
3136,337,9,400,-49,1266,200,228,166,1024,T2,T24,1
2996,81,11,0,0,2069,235,221,117,3355,T3,T26,1
3244,355,25,256,18,1595,171,187,147,658,T3,T31,1
2952,243,1,150,0,4575,216,239,160,4818,T1,T29,1
2510,83,13,268,1,1116,238,217,108,1057,T3,T4,2
2994,28,17,283,135,1368,211,201,121,3247,T3,T24,1
3208,273,16,350,83,3836,177,243,205,1493,T3,T39,1
2916,87,13,85,13,4635,239,218,108,4735,T1,T23,1
2988,49,14,95,-18,2200,225,210,116,1184,T1,T29,1
2552,112,8,569,-1,979,234,232,130,3878,T1,T18,2
3130,54,30,395,212,2006,222,163,55,2724,T3,T33,1
2765,28,15,120,24,1782,213,207,126,2843,T1,T29,2
2664,66,18,242,-5,1142,234,200,90,1736,T1,T30,2
3004,338,13,30,3,3691,190,220,169,2576,T1,T30,1
3085,62,19,150,42,4996,233,198,91,604,T1,T30,1
2807,92,35,218,105,270,249,165,14,2590,T1,T30,5
3071,243,20,30,18,1637,177,252,209,1190,T3,T23,1
3171,47,17,170,34,1134,224,201,107,4954,T2,T22,1
3302,346,4,750,265,3629,212,233,159,2132,T3,T32,1
2749,14,4,384,33,1624,216,231,153,2010,T1,T12,2
2419,109,27,350,91,408,254,198,53,859,T3,T3,3
3216,166,12,255,26,4002,230,244,143,1991,T3,T33,1
2972,254,14,577,77,5849,188,248,198,6073,T1,T29,2
3073,55,13,510,149,4222,228,211,114,2356,T1,T29,2
2931,41,10,216,40,671,221,219,132,1790,T3,T24,2
3194,122,9,335,54,780,236,233,128,2424,T1,T22,1
2981,144,17,474,179,480,242,234,115,1168,T1,T29,1
3187,207,14,95,8,2910,210,252,175,1190,T3,T23,1
3236,123,16,85,13,3655,245,227,106,4025,T1,T39,1
2940,334,14,234,52,3212,187,221,172,1888,T1,T29,2
3046,204,14,255,34,1804,212,252,172,1505,T3,T23,1
2949,29,12,67,17,4908,216,214,133,6166,T1,T12,2
3014,301,18,323,79,1487,167,229,201,3221,T1,T22,1
3193,298,13,451,136,2098,185,235,191,2174,T3,T32,2
3320,141,13,594,50,3882,239,236,124,1499,T3,T33,2
2837,301,16,120,10,2565,173,231,198,342,T3,T33,1
3027,336,5,67,-2,847,209,233,162,1708,T2,T23,1
2660,195,27,180,-43,541,203,250,165,765,T3,T3,2
3084,321,15,153,50,569,182,224,182,1110,T2,T22,1
3336,2,23,124,43,2512,183,191,140,2649,T1,T39,1
3201,132,6,67,0,2316,230,237,140,1537,T3,T23,1
3119,32,9,85,16,2818,218,220,137,3449,T1,T30,1
3043,184,10,573,132,3086,222,247,157,782,T3,T32,2
2703,4,11,0,0,1260,206,220,151,1565,T3,T31,2
2757,302,3,190,6,1806,211,238,165,680,T1,T12,2
2916,306,12,0,0,5751,186,233,187,1195,T1,T29,2
2651,16,15,120,8,1082,206,207,136,1756,T3,T33,1
3082,270,4,738,115,912,210,241,170,924,T2,T23,2
2582,58,9,190,37,618,227,221,127,1022,T1,T9,2
3152,332,15,60,5,4066,185,221,174,1184,T3,T22,1
3141,62,14,190,9,2192,231,211,110,2556,T1,T29,1
3185,326,5,30,0,4207,207,234,166,3342,T1,T20,1
2857,209,24,124,48,1315,196,254,183,2661,T3,T4,5
2885,204,16,270,128,1660,210,253,174,1477,T3,T33,2
3412,81,5,366,64,841,226,231,140,900,T2,T40,7
2702,69,20,376,93,1455,237,197,83,819,T1,T29,2
3216,23,18,540,88,1347,206,199,124,1980,T3,T23,2
3011,241,20,589,111,5734,178,252,208,4102,T1,T29,2
2353,351,29,150,57,297,157,178,150,371,T4,T10,3
2551,19,14,408,27,339,208,209,135,2710,T1,T29,2
3394,334,35,319,148,934,121,172,177,1454,T2,T39,7
2991,28,18,360,46,1832,210,199,119,3247,T3,T33,2
2956,62,9,268,6,2174,228,221,125,2438,T3,T31,2
